occupation_name,skills,knowledge,prompt,results,rephrase_prompts
software tester,['manage schedule of tasks'],[],"Take this sentence from a Job Posting.

""You love to @@perform on stage@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage schedule of tasks@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You love to @@manage schedule of tasks@@.,
interior planner,"['create solutions to problems', 'exert a goal-oriented leadership role towards colleagues', 'use CAD software']",[],"Take this sentence from a Job Posting.

""We also imagine you to be:  @@Independent@@  @@Enthusiastic@@  @@Effective@@ Interested? Please send us your application and CV with a picture of yourself to fyn profilmatch .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@create solutions to problems@@, @@exert a goal-oriented leadership role towards colleagues@@, @@use CAD software@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","We also imagine you to be able to: @@create solutions to problems@@, @@exert a goal-oriented leadership role towards colleagues@@, @@use CAD software@@. Interested? Please send us your application and CV with a picture of yourself to fyn profilmatch.",
commercial sales representative,[],"['electronic and telecommunication equipment', 'media formats']","Take this sentence from a Job Posting.

""Good knowledge of the ##data processes and typical value streams in R&D## preferably within the ##Bioscience## field Ability""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##electronic and telecommunication equipment##, ##media formats##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Good knowledge of the ##electronic and telecommunication equipment processes and typical value streams in R&D## preferably within the ##media formats## field Ability,
mayor,"['engage in debates', 'manage government policy implementation']",['public finance'],"Take this sentence from a Job Posting.

""@@Deliver new solutions based on insights and teacher needs@@ The focus area for the Educational Content team is to @@develop relevant and motivating educational content/curriculum@@ for the ##preschool## segment .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@engage in debates@@, @@manage government policy implementation@@, and for knowledge: ##public finance##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Engage in debates@@ and @@manage government policy implementation@@ The focus area for the Public Finance team is to @@develop relevant and motivating strategies@@ for the ##public finance## segment.,
contract engineer,"['manage contracts', 'assess financial viability']",['technical drawings'],"Take this sentence from a Job Posting.

""Would you like the opportunity to gain extensive insight into the LEGO® Engineering value chain and help enable the future of technical element design? You @@solve problems@@ to @@enable the future of ##Technical Element Design## As@@ Engineering Manager Specialist in Innovation and Enabling you will join a team of specialists who work across <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> ( <ORGANIZATION> .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage contracts@@, @@assess financial viability@@, and for knowledge: ##technical drawings##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Would you like the opportunity to gain extensive insight into the LEGO® Engineering value chain and help enable the future of technical element design? You @@manage contracts@@ and @@assess financial viability@@ to @@enable the future of ##technical drawings## As@@ Engineering Manager Specialist in Innovation and Enabling you will join a team of specialists who work across <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> ( <ORGANIZATION> .,
securities underwriter,['create a financial plan'],[],"Take this sentence from a Job Posting.

""This is a great opportunity for @@ambitious@@ graduates who wants to have influence and put their ideas to work .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@create a financial plan@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",This is a great opportunity for those who can @@create a financial plan@@ and want to have influence and put their ideas to work.,
leather goods designer,"['use CAD for soles', 'create 3D CAD footwear prototypes']",[],"Take this sentence from a Job Posting.

""@@Structured@@ personality with a good @@sense of time-management@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use CAD for soles@@, @@create 3D CAD footwear prototypes@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking an individual with the @@skill to use CAD for designing soles@@ and the ability to @@create 3D CAD footwear prototypes@@. A good personality is also a must.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""@@Use CAD for soles@@ personality with a good @@create 3D CAD footwear prototypes@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
chemical engineering technician,[],"['risk management', 'laboratory techniques']","Take this sentence from a Job Posting.

""Major parts of your job as a mechanical engineer are analysis simulation detail design de-scriptions implementation estimation documentation planning and coordination all based on Phillips Medisizes Mechanical Design Life-cycle Processes What we are looking for in you: Professional qualifications ##Master or bachelors degree## in ##mechanical engineering## either with a few years of experience or newly graduated with solid qualifications .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##risk management##, ##laboratory techniques##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Major parts of your job as a mechanical engineer are analysis simulation detail design descriptions implementation estimation documentation planning and coordination all based on Phillips Medisize's Mechanical Design Life-cycle Processes. What we are looking for in you: Professional qualifications ##risk management## or ##laboratory techniques## either with a few years of experience or newly graduated with solid qualifications.,
footwear production technician,"['reduce environmental impact of footwear manufacturing', 'make technical drawings of fashion pieces', 'maintain footwear assembling equipment']",[],"Take this sentence from a Job Posting.

""You are able to @@balance the need for perfection in every product and the urgency of speed@@ while always @@securing a high level of quality@@ to @@satisfy our need for customer satisfaction@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@reduce environmental impact of footwear manufacturing@@, @@make technical drawings of fashion pieces@@, @@maintain footwear assembling equipment@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are able to @@reduce environmental impact of footwear manufacturing@@ and the urgency of speed while always @@making technical drawings of fashion pieces@@ to @@maintain footwear assembling equipment@@ for customer satisfaction.,
adult community care worker,['advocate for social service users'],[],"Take this sentence from a Job Posting.

""@@coordinating and getting input from subject matters experts@@ who cover the detailed view within a specific area""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@advocate for social service users@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Advocate for social service users@@ who cover the detailed view within a specific area,
system configurator,['manage cloud data and storage'],['Outsourcing model'],"Take this sentence from a Job Posting.

""As part of the <ORGANIZATION> <ORGANIZATION> you will @@dive deep into the technical possibilities and challenges@@ of the use cases and understand how ##Blockchain## technology could solve some of the core issues .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage cloud data and storage@@, and for knowledge: ##Outsourcing model##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","As part of the <ORGANIZATION> <ORGANIZATION> you will @@manage cloud data and storage@@, understanding the use cases and how the ##Outsourcing model## could solve some of the core issues.",
electromechanical equipment assembler,[],['quality standards'],"Take this sentence from a Job Posting.

""We are looking for an embedded SW engineer on senior level who has strong experience and knowledge within ##interfaces between SW and HW## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##quality standards##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We are looking for an embedded SW engineer on senior level who has strong experience and knowledge within ##quality standards##.,
"import export manager in coffee, tea, cocoa and spices","['comprehend financial business terminology', 'managing a business with great care', 'meet deadlines', 'have computer literacy']",[],"Take this sentence from a Job Posting.

""Furthermore you are @@proactive@@ @@curious@@ and @@eager@@ towards finding new ways of @@simplifying and optimising work and processes@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@comprehend financial business terminology@@, @@managing a business with great care@@, @@meet deadlines@@, @@have computer literacy@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Furthermore, you are @@comprehend financial business terminology@@, @@managing a business with great care@@, @@meet deadlines@@, and @@have computer literacy@@ towards finding new ways of simplifying and optimising work and processes.",
pilates teacher,"['demonstrate professional Pilates attitude', 'attend to fitness clients under controlled health conditions', 'safely instruct about fitness', 'inform clients of healthy lifestyle benefits', 'provide fitness information', 'adapt Pilates exercises', 'prepare Pilates exercise session', 'integrate principles of Pilates training', 'collect client fitness information']","['musculoskeletal anatomy', 'neurophysiology', 'endocrine physiology']","Take this sentence from a Job Posting.

""Furthermore it will be your responsibility to:  @@Conduct ##design reviews /## ##MoC## workshops / ##Bow Tie## sessions@@  @@Review sub-contracted risk studies and underlying assumptions@@  @@Develop and implement requirements@@ relating to ##HSE Case development## and ##barrier management##  @@Facilitate and provide input to risk and hazard assessments@@ ( ##HAZID/HAZOP/FMEA## )  @@Build awareness on performance standards and safety critical elements@@  @@Present and promote our approach@@ to clients legislators and other stakeholders Also you @@develop design bases for safety studies@@ and @@engage stakeholders in a safety driven design mind-set@@ as well as @@approve specific works documentation and procedures@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@demonstrate professional Pilates attitude@@, @@attend to fitness clients under controlled health conditions@@, @@safely instruct about fitness@@, @@inform clients of healthy lifestyle benefits@@, @@provide fitness information@@, @@adapt Pilates exercises@@, @@prepare Pilates exercise session@@, @@integrate principles of Pilates training@@, @@collect client fitness information@@, and for knowledge: ##musculoskeletal anatomy##, ##neurophysiology##, ##endocrine physiology##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Furthermore, it will be your responsibility to: @@demonstrate professional Pilates attitude@@ during ##musculoskeletal anatomy## workshops / ##neurophysiology## sessions, @@attend to fitness clients under controlled health conditions@@, @@safely instruct about fitness@@ relating to ##endocrine physiology## and ##musculoskeletal anatomy##, @@inform clients of healthy lifestyle benefits@@ ( ##neurophysiology/endocrine physiology## ), @@provide fitness information@@, @@adapt Pilates exercises@@, @@prepare Pilates exercise session@@, @@integrate principles of Pilates training@@, @@collect client fitness information@@. Also, you @@demonstrate professional Pilates attitude@@ to clients, legislators, and other stakeholders, @@attend to fitness clients under controlled health conditions@@, and @@safely instruct about fitness@@ as well as @@inform clients of healthy lifestyle benefits@@.",
footwear 3D developer,"['select mould types', 'implement footwear marketing plan', 'plan footwear manufacture', 'measure parts of manufactured products', 'calculate purchasing levels of raw materials', ""create a product's virtual model"", 'develop footwear collection', 'operate 2D CAD for footwear', 'draft design specifications']","['3D printing process', '3D texturing', 'footwear industry', 'footwear materials', 'CAD for footwear', 'footwear creation process', 'footwear quality', 'last types']","Take this sentence from a Job Posting.

""Need to have experience with: ##Server administration routines## ##Infrastructure As Code ( IaC )## experience ( ##Ansible## ##Kubernetes## ) ##Containerization technologies## ( ##Docker## ) ##Google Cloud Platform ( GCP )## ##VerneMQ## ( ##MQTT Cluster## ) ##Databases administration## ( ##Cassandra## ) ##Node.js## ##microservices## and ##javascript ecosystem## @@Monitoring servers and related tools@@ @@Maintaining backup routines@@ Strong @@Scripting@@ skills Nice to have experience: ##Coturn## ( ##STUN/TURN## ) ##server setup and maintenance## ##WebRTC systems## ##setup## and ##maintenance## As a person you are @@self propelled@@ @@getting-things-done oriented@@ @@systematic@@ @@analytical@@ but yet @@pragmatic@@ and you are @@not afraid of challenging targets and KPIs@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@select mould types@@, @@implement footwear marketing plan@@, @@plan footwear manufacture@@, @@measure parts of manufactured products@@, @@calculate purchasing levels of raw materials@@, @@create a product's virtual model@@, @@develop footwear collection@@, @@operate 2D CAD for footwear@@, @@draft design specifications@@, and for knowledge: ##3D printing process##, ##3D texturing##, ##footwear industry##, ##footwear materials##, ##CAD for footwear##, ##footwear creation process##, ##footwear quality##, ##last types##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Need to have experience with: ##3D printing process## ##3D texturing## experience ( ##footwear industry## ##footwear materials## ) ##CAD for footwear## ( ##footwear creation process## ) ##footwear quality## ( ##last types## ) As a person you are @@select mould types@@ @@implement footwear marketing plan@@ @@plan footwear manufacture@@ @@measure parts of manufactured products@@ @@calculate purchasing levels of raw materials@@ @@create a product's virtual model@@ @@develop footwear collection@@ @@operate 2D CAD for footwear@@ @@draft design specifications@@ and you are @@not afraid of challenging targets and KPIs@@ .,
tumbling machine operator,['smooth burred surfaces'],"['ferrous metal processing', 'precious metal processing']","Take this sentence from a Job Posting.

""You speak ##English## at business level and it is an advantage if you have experience with @@programming@@ in ##Visual Basic## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@smooth burred surfaces@@, and for knowledge: ##ferrous metal processing##, ##precious metal processing##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have experience with @@smooth burred surfaces@@ and it is an advantage if you speak ##ferrous metal processing## and ##precious metal processing## at business level.,
philosophy teacher secondary school,['perform playground surveillance'],['history of philosophy'],"Take this sentence from a Job Posting.

""Furthermore you will be @@using a ##runner .##@@""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@perform playground surveillance@@, and for knowledge: ##history of philosophy##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""Furthermore, your role will involve @@performing playground surveillance@@, a task that will utilize your ##history of philosophy## knowledge.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""Furthermore, you will be @@performing playground surveillance@@ using a ##history of philosophy##.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
management assistant,['use different communication channels'],[],"Take this sentence from a Job Posting.

""Depending of the size and the maturity of the product you will be: @@Owning and defining the overall product vision@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use different communication channels@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Depending on the size and the maturity of the product you will be: @@using different communication channels@@.,
e-learning developer,[],"['Sass', 'Microsoft Visio', 'Taleo', 'content development processes']","Take this sentence from a Job Posting.

""You have a solid understanding of ##Linux## ##cloud computing## ##relational databases## and ##IT security## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Sass##, ##Microsoft Visio##, ##Taleo##, ##content development processes##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You have a solid understanding of ##Sass##, ##Microsoft Visio##, ##Taleo## and ##content development processes##.",
electronics and automation vocational teacher,"[""guarantee students' safety"", 'assign homework', 'assist students with equipment']",[],"Take this sentence from a Job Posting.

""You have a @@systematic work approach@@ with @@focus on details@@ while @@maintaining the overview@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@guarantee students' safety@@, @@assign homework@@, @@assist students with equipment@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""You are expected to @@guarantee students' safety@@ while also having the ability to @@assign homework@@ and @@assist students with equipment@@.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""You @@guarantee students' safety@@ with @@assign homework@@ while @@assist students with equipment@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
viticulture adviser,"['provide tourism related information', 'control wine quality', 'conduct public presentations']",[],"Take this sentence from a Job Posting.

""You manage to @@create great cooperative relations@@ both internally and externally in a @@professional@@ and @@trustworthy@@ manner .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@provide tourism related information@@, @@control wine quality@@, @@conduct public presentations@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""You are expected to @@provide tourism related information@@ to both internal and external parties. Additionally, you should be able to @@control wine quality@@ and @@conduct public presentations@@ effectively.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""You manage to @@provide tourism related information@@ both internally and externally in a @@control wine quality@@ and @@conduct public presentations@@ manner.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
embalmer,['embalm bodies'],['biology'],"Take this sentence from a Job Posting.

""Strong @@communication skills@@ are an advantage and a strong ##academic record## is a requirement .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@embalm bodies@@, and for knowledge: ##biology##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Strong @@embalm bodies@@ skills are an advantage and a strong ##biology## knowledge is a requirement.,
cloud engineer,[],"['cyber security', 'operating systems']","Take this sentence from a Job Posting.

""Work with additional data is also likely including ##single cell RNA-seq## and possibly ##CAGE data## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cyber security##, ##operating systems##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Work with additional areas is also likely including ##cyber security## and possibly ##operating systems##.,
hairdresser assistant,"['communicate with customers', 'maintain work area cleanliness', 'maintain professional administration']",['hair colouring'],"Take this sentence from a Job Posting.

""@@Assisting in implementing educational solutions@@ consisting of general @@selling-in product insights@@ ##go2market## and @@support face2face training development@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@communicate with customers@@, @@maintain work area cleanliness@@, @@maintain professional administration@@, and for knowledge: ##hair colouring##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","@@Communicate with customers@@ and @@maintain work area cleanliness@@, while also implementing educational solutions consisting of general @@maintain professional administration@@, ##hair colouring##, and support face2face training development.",
blogger,[],['desktop publishing'],"Take this sentence from a Job Posting.

""Your profile: You have at least 3 years of ##DevOps## experience at a high-level .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##desktop publishing##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Your profile: You have at least 3 years of ##desktop publishing## experience at a high-level.,
advertising sales agent,"[""record customers' personal data"", 'produce sales reports']",[],"Take this sentence from a Job Posting.

""· You have a @@result-oriented approach@@ to your work and are capable of @@keeping a sense of perspective during hectic situations@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@record customers' personal data@@, @@produce sales reports@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",· You have a @@record customers' personal data@@ approach to your work and are capable of @@producing sales reports during hectic situations@@.,
drug and alcohol addiction counsellor,"['help clients make decisions during counselling sessions', 'deliver social services in diverse cultural communities', 'communicate professionally with colleagues in other fields', 'promote human rights', 'relate empathetically', 'promote inclusion', 'maintain records of work with service users', 'encourage counselled clients to examine themselves']",[],"Take this sentence from a Job Posting.

""THIS INCLUDEs Being @@attentive to partner needs at all times@@ and @@identify up-sell opportunities@@ Being @@responsible@@ @@identifying key strategies for revenue acceleration@@ and @@conducting QBRs@@ @@Developing and executing partner success plans@@ as well as @@tracking and reporting on key metrics@@ to @@ensure adoption and success@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@help clients make decisions during counselling sessions@@, @@deliver social services in diverse cultural communities@@, @@communicate professionally with colleagues in other fields@@, @@promote human rights@@, @@relate empathetically@@, @@promote inclusion@@, @@maintain records of work with service users@@, @@encourage counselled clients to examine themselves@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",THIS INCLUDEs Being @@help clients make decisions during counselling sessions@@ and @@deliver social services in diverse cultural communities@@ Being @@communicate professionally with colleagues in other fields@@ @@promote human rights@@ and @@relate empathetically@@ @@Promote inclusion@@ as well as @@maintain records of work with service users@@ to @@encourage counselled clients to examine themselves@@,
woodturner,"['monitor automated machines', 'apply wood finishes']","['lathe machine parts', 'quality standards']","Take this sentence from a Job Posting.

""One of the key responsibilities is to support the specific Line of Business with the @@implementation of the ##Global Data Governance framework##@@ to @@establish manage and align a cross-Line of ##Business data## governance organisation@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@monitor automated machines@@, @@apply wood finishes@@, and for knowledge: ##lathe machine parts##, ##quality standards##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",One of the key responsibilities is to @@monitor automated machines@@ in the specific Line of Business with the ##lathe machine parts## to @@apply wood finishes@@ and align a cross-Line of ##quality standards## governance organisation.,
toymaker,[],"['textile materials', 'types of plastic']","Take this sentence from a Job Posting.

""Preferred background and qualifications Relevant ##academic education## ( ##Cand.Merc## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##textile materials##, ##types of plastic##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Preferred background and qualifications Relevant ##textile materials## ( ##types of plastic##.,
telecommunications engineer,['create software design'],['Agile project management'],"Take this sentence from a Job Posting.

""On the longer term you will @@play an active role in training activities@@ within ##project management## to ensure right level of future needed project management competencies in the organisation are in place .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@create software design@@, and for knowledge: ##Agile project management##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",On the longer term you will @@create software design@@ within ##Agile project management## to ensure right level of future needed project management competencies in the organisation are in place.,
storyboard artist,['use digital illustration techniques'],[],"Take this sentence from a Job Posting.

""To help achieve this you have great @@collaborative skills@@ and possess the <ORGANIZATION> Mind-set where only the best is good enough .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use digital illustration techniques@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",To help achieve this you have great @@use digital illustration techniques@@ and possess the <ORGANIZATION> Mind-set where only the best is good enough.,
clinical social worker,[],"['adolescent psychological development', 'company policies']","Take this sentence from a Job Posting.

""Your work will include ad hoc involvement in connection with ##production shutdowns## and ##customer complaints## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##adolescent psychological development##, ##company policies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Your work will include ad hoc involvement in connection with ##adolescent psychological development## and ##company policies##.,
energy analyst,['carry out energy management of facilities'],['renewable energy technologies'],"Take this sentence from a Job Posting.

""Good understanding or experience with ##web-technology## is an advantage Strong @@communication and social skills@@""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@carry out energy management of facilities@@, and for knowledge: ##renewable energy technologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Good understanding or experience with ##renewable energy technologies## is an advantage. Strong @@carry out energy management of facilities@@ skills.,
plodder operator,[],"['electrical instrumentation engineering', 'chemical processes']","Take this sentence from a Job Posting.

""This is done by using either a ##pick list## or a ##hand scanner## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##electrical instrumentation engineering##, ##chemical processes##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",This is accomplished through a deep understanding of either ##electrical instrumentation engineering## or ##chemical processes##.,
science teacher secondary school,['assist in the organisation of school events'],['mathematics'],"Take this sentence from a Job Posting.

""You are @@problem solvers@@ and contributors on ##complex global quality issues## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@assist in the organisation of school events@@, and for knowledge: ##mathematics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are @@assist in the organisation of school events@@ and contributors on ##mathematics##.,
metal planer operator,['record production data for quality control'],['types of planing cutters'],"Take this sentence from a Job Posting.

""We are looking for an experienced project manager who is passionate about ##project and programme management## and eager to take an active role in our strategic transformation by @@leading one of more projects@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@record production data for quality control@@, and for knowledge: ##types of planing cutters##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","""We are seeking an experienced project manager with a passion for ##types of planing cutters##. The ideal candidate will be eager to play an active role in our strategic transformation, particularly through their ability to @@record production data for quality control@@.""","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""We are looking for an experienced project manager who is passionate about ##types of planing cutters## and eager to take an active role in our strategic transformation by @@record production data for quality control@@.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
aircraft marshaller,"['perform necessary checks before moving aircraft onto stand', 'write work-related reports']",['civil aviation regulations'],"Take this sentence from a Job Posting.

""You have got a good understanding of ##how to run a business## and a strong @@commercial mindset@@ which makes is possible to @@create good communication and a strong relation@@ to both clients and colleagues .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@perform necessary checks before moving aircraft onto stand@@, @@write work-related reports@@, and for knowledge: ##civil aviation regulations##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have got a good understanding of ##civil aviation regulations## and a strong @@perform necessary checks before moving aircraft onto stand@@ which makes it possible to @@write work-related reports@@ and establish a strong relation to both clients and colleagues.,
electrical household appliances distribution manager,"['minimise shipping cost', 'manage financial risk']",[],"Take this sentence from a Job Posting.

""You have a @@can do mind-set@@ required to @@try out new setups and solutions@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@minimise shipping cost@@, @@manage financial risk@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You have a @@minimise shipping cost@@ mind-set required to @@manage financial risk@@.,
aircraft dispatcher,[],"['airport planning', 'air traffic control operations', 'aviation meteorology']","Take this sentence from a Job Posting.

""Solid ##computer literacy## including ##Microsoft Excel## and ##PowerPoint## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##airport planning##, ##air traffic control operations##, ##aviation meteorology##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Solid ##airport planning## including ##air traffic control operations## and ##aviation meteorology##.,
