occupation_name,skills,knowledge,prompt,results,rephrase_prompts
database developer,[],"['MATLAB', ' infrastructure']","Take this sentence from a Job Posting.

""##HTML## & ##SCSS##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##MATLAB##, ## infrastructure##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##MATLAB## & ##infrastructure##,
 system analyst,"['provide  consulting advice', 'design information system', 'analyse software specifications']",[],"Take this sentence from a Job Posting.

""Be @@comfortable leading a team@@ @@prioritize the work@@ and @@manage team’s day to day operations@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@provide  consulting advice@@, @@design information system@@, @@analyse software specifications@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Be @@provide consulting advice@@, @@design information system@@ and @@analyse software specifications@@",
integration engineer,['adapt to changing situations'],[],"Take this sentence from a Job Posting.

""Collaborate with our QA engineer that will support you with @@developing reliable code@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@adapt to changing situations@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Collaborate with our QA engineer that will support you with @@adapting to changing situations@@.,
 quality assurance manager,['attend to  systems quality'],[],"Take this sentence from a Job Posting.

""Have experience in @@deploying and operating cyber solutions to endpoints@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@attend to  systems quality@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Have experience in @@attending to systems quality@@,
software architect,"['provide  consulting advice', 'design database in the cloud']",[],"Take this sentence from a Job Posting.

""Working in <ORGANIZATION> as a Software Engineer will provide you with great challenges and opportunities to work on from @@building new products@@ for our users to @@maintaining our existing products at scale@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@provide  consulting advice@@, @@design database in the cloud@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Working in <ORGANIZATION> as a Software Engineer will provide you with great challenges and opportunities to work on from @@providing consulting advice@@ for our users to @@designing database in the cloud@@.,
 security administrator,"['implement  safety policies', 'implement anti-virus software', 'manage keys for data protection']",['internet governance'],"Take this sentence from a Job Posting.

""As a Senior Full Stack Engineer at <ORGANIZATION> you @@build new features@@ @@design and implement useful ##API## methods@@ and @@increase the reliability of our software continuously@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@implement  safety policies@@, @@implement anti-virus software@@, @@manage keys for data protection@@, and for knowledge: ##internet governance##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","At <ORGANIZATION>, we are seeking a Senior Full Stack Engineer who can effectively @@implement safety policies@@ and @@anti-virus software@@. The ideal candidate will also be proficient in @@managing keys for data protection@@. A solid understanding of ##internet governance## is crucial for this role.","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""As a Senior Full Stack Engineer at <ORGANIZATION> you @@implement safety policies@@, @@implement anti-virus software@@, and @@manage keys for data protection@@ while understanding the importance of ##internet governance##.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
system configurator,[],"['software components libraries', 'SQL Server']","Take this sentence from a Job Posting.

""MySQL ##MongoDB)## ##web servers## ( e.g .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##software components libraries##, ##SQL Server##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","We are seeking someone knowledgeable in software components libraries, specifically with ##SQL Server## and ##web servers##.","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: """"Software components libraries ##SQL Server## ##web servers## ( e.g .""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
blockchain architect,['create business process models'],"['decentralized application frameworks', 'blockchain platforms']","Take this sentence from a Job Posting.

""The role requires @@End to end automated testing@@ with particular focus on ##data integrity performance## and ##presentation quality## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@create business process models@@, and for knowledge: ##decentralized application frameworks##, ##blockchain platforms##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",The role requires @@create business process models@@ with particular focus on ##decentralized application frameworks## and ##blockchain platforms##.,
 system analyst,['use query languages'],[],"Take this sentence from a Job Posting.

""Closely collaborate with DevOps Engineers Data Engineers Data Scientists and Data Analysts to @@solve complex problems at scale@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use query languages@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Closely collaborate with DevOps Engineers, Data Engineers, Data Scientists, and Data Analysts to @@use query languages@@ at scale.",
database developer,['manage business knowledge'],[],"Take this sentence from a Job Posting.

""You possess strong @@personal and professional skills@@ which will be a great addition to our engineering culture in an agile environment""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage business knowledge@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We value your strong @@business management@@ skills and believe they will greatly enhance our engineering culture in an agile environment. Your ##knowledge of business## will also be a significant addition to our team.,"Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""You possess strong @@manage business knowledge@@ which will be a great addition to our engineering culture in an agile environment.""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
 business analyst,['analyse the context of an organisation'],[],"Take this sentence from a Job Posting.

""Experience @@building REST API applications@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@analyse the context of an organisation@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience @@analysing the context of an organisation@@.,
 system tester,['solve  system problems'],[' network simulation'],"Take this sentence from a Job Posting.

""Network engineers will use the ##network automation## to @@represent arbitrarily complex datacenter networks@@ and subsequently build interconnect and scale these networks .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@solve  system problems@@, and for knowledge: ## network simulation##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Network engineers will use the ##network simulation## to @@solve system problems@@ and subsequently build interconnect and scale these networks.,
data analyst,[],['cloud technologies'],"Take this sentence from a Job Posting.

""##Linux stack administration## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cloud technologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Cloud technologies## administration.,
 system tester,['apply  systems theory'],[],"Take this sentence from a Job Posting.

""* @@Test driven approach to development@@""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@apply  systems theory@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* @@Apply systems theory@@ to development,
 integration tester,[],[' debugging tools'],"Take this sentence from a Job Posting.

""##Cassandra )## *""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ## debugging tools##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Debugging Tools )## *,
industrial mobile devices software developer,['create flowchart diagram'],[],"Take this sentence from a Job Posting.

""Reference ID: 873 Job benefits: Flexible working hours & trust-based working hours Subsidised canteen Health initiatives Employee events Free fruit & drinks Sports and leisure activities Local meet-ups/user groups & tech-talks/brown bag sessions TEC campus: Personal development from techies for techies Annual internal “PASK” and “TecDay” IT conferences Employer-funded pensions Company description: Setting market standards and @@driving innovation@@ <ORGANIZATION> is a brand of the <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> a listed company with about 9,000 employees more than 59 million customer accounts worldwide and an annual turnover of over 4 billion euro <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> is one of the largest DSL and mobile service providers in <LOCATION> and offers complete DSL packages with attractive value-added services and mobile flat rates in the D-Netz and LTE tariffs in the <ORGANIZATION> network <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> is a leading international provider of cloud services and hosting services to freelancers businesses and private consumers The product range extends from domains classic websites and DIY solutions to fully-fledged cloud servers and online marketing tools <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> operates Internet portals and communication services used by one in two Germans with <ORGANIZATION> and <ORGANIZATION> The diversity of our products is also reflected in our locations – in <LOCATION> we are spread over locations ranging from <LOCATION> <LOCATION> <LOCATION> and <LOCATION> all the way to <LOCATION> .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@create flowchart diagram@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Reference ID: 873 Job benefits: Flexible working hours & trust-based working hours Subsidised canteen Health initiatives Employee events Free fruit & drinks Sports and leisure activities Local meet-ups/user groups & tech-talks/brown bag sessions TEC campus: Personal development from techies for techies Annual internal “PASK” and “TecDay” IT conferences Employer-funded pensions Company description: Setting market standards and @@create flowchart diagram@@ <ORGANIZATION> is a brand of the <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> a listed company with about 9,000 employees more than 59 million customer accounts worldwide and an annual turnover of over 4 billion euro <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> is one of the largest DSL and mobile service providers in <LOCATION> and offers complete DSL packages with attractive value-added services and mobile flat rates in the D-Netz and LTE tariffs in the <ORGANIZATION> network <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> is a leading international provider of cloud services and hosting services to freelancers businesses and private consumers The product range extends from domains classic websites and DIY solutions to fully-fledged cloud servers and online marketing tools <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> operates Internet portals and communication services used by one in two Germans with <ORGANIZATION> and <ORGANIZATION> The diversity of our products is also reflected in our locations – in <LOCATION> we are spread over locations ranging from <LOCATION> <LOCATION> <LOCATION> and <LOCATION> all the way to <LOCATION> .",
data analyst,[],['data storage'],"Take this sentence from a Job Posting.

""* Knowledge of ##Cloud/Distributed architecture and principles## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##data storage##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* Knowledge of ##data storage## architecture and principles.,
search engine optimisation expert,[],"['keywords in digital content', 'web analytics', 'mobile marketing']","Take this sentence from a Job Posting.

""Experience working with ##python## for ##network automation## and ##network configuration management## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##keywords in digital content##, ##web analytics##, ##mobile marketing##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Experience working with ##keywords in digital content## for ##web analytics## and ##mobile marketing##.,
 system analyst,[],"['hybrid model', 'service-oriented modelling', 'Objective-C']","Take this sentence from a Job Posting.

""##security## ##amazon-web-services## ##cloud##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##hybrid model##, ##service-oriented modelling##, ##Objective-C##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##hybrid model## ##service-oriented modelling## ##Objective-C##,
database designer,"['define database physical structure', 'create database diagrams', 'design database backup specifications', 'apply  systems theory']",[],"Take this sentence from a Job Posting.

""You will build components that are used throughout all of Omio’s frontends ( mobile desktop apps ) @@Work with your team@@ to @@rapidly test ideas on users@@ @@use results for iterations@@ and improve our product @@Test new languages libraries and frameworks@@ and evaluate their potential to make sure we never stop innovating .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@define database physical structure@@, @@create database diagrams@@, @@design database backup specifications@@, @@apply  systems theory@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will build components that are used throughout all of Omio’s frontends ( mobile desktop apps ) @@define database physical structure@@ to @@create database diagrams@@ @@design database backup specifications@@ and improve our product @@apply systems theory@@ and evaluate their potential to make sure we never stop innovating.,
 system developer,[],"['Lisp', 'software anomalies', 'Assembly (computer programming)', 'attack vectors', 'Groovy', ' security legislation', 'Microsoft Visual C++', 'Swift (computer programming)', 'MATLAB', 'Python (computer programming)', 'Scratch (computer programming)']","Take this sentence from a Job Posting.

""Experience with some of the following: ##Python## ##Qt## ##CMake## ##git;## ##test-driven development## ##cross-platform development;## ##numerical mathematics## ##condensed-matter physics## ##scattering## ##spectroscopy## ##crystallography##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Lisp##, ##software anomalies##, ##Assembly (computer programming)##, ##attack vectors##, ##Groovy##, ## security legislation##, ##Microsoft Visual C++##, ##Swift (computer programming)##, ##MATLAB##, ##Python (computer programming)##, ##Scratch (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Experience with some of the following: ##Lisp##, ##software anomalies##, ##Assembly (computer programming)##, ##attack vectors##, ##Groovy##, ##security legislation##, ##Microsoft Visual C++##, ##Swift (computer programming)##, ##MATLAB##, ##Python (computer programming)##, ##Scratch (computer programming)##.",
 intelligent systems designer,"['use data processing techniques', 'analyse business requirements']",[],"Take this sentence from a Job Posting.

""Through your significant experience in @@developing and implementing high volume applications@@ you are able to @@aggregate technical debt@@ and you'd make sure we're aware of it and plan ahead for the long term .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use data processing techniques@@, @@analyse business requirements@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Through your significant experience in @@use data processing techniques@@ you are able to @@analyse business requirements@@ and you'd make sure we're aware of it and plan ahead for the long term.,
IT auditor,['perform  security testing'],[],"Take this sentence from a Job Posting.

""@@Assist in the standardization and management of SOPs@@ for the R & D bioinformatics team""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@perform  security testing@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Perform security testing@@ for the R & D bioinformatics team,
chief  security officer,['apply operations for an ITIL-based environment'],[],"Take this sentence from a Job Posting.

""You would be @@working in a team@@ owning a set of <ORGANIZATION> products giving you and your team full ownership and full responsibility .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@apply operations for an ITIL-based environment@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You would be @@applying operations for an ITIL-based environment@@ owning a set of <ORGANIZATION> products giving you and your team full ownership and full responsibility.,
 business analyst,"['design process', 'execute analytical mathematical calculations', 'provide user documentation', 'apply change management']",[],"Take this sentence from a Job Posting.

""As a Site Reliability Engineer you will be responsible for @@providing the platform for mission critical cloud systems@@ to @@maintain constant uptime@@ @@scale seamlessly@@ and @@allow for new applications and services to flourish@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@design process@@, @@execute analytical mathematical calculations@@, @@provide user documentation@@, @@apply change management@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","As a Site Reliability Engineer you will be responsible for @@design process@@ to @@execute analytical mathematical calculations@@, @@provide user documentation@@ and @@apply change management@@.",
search engine optimisation expert,[],"['keywords in digital content', 'web analytics', 'behavioural science', 'digital marketing techniques', 'content marketing strategy']","Take this sentence from a Job Posting.

""Principal Engineer eCommerce <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> ( <LOCATION> ) <LOCATION> <LOCATION> <LOCATION> <LOCATION> - <LOCATION> Date posted: 2021-05-05 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Lead Industry: eCommerce ##Finance## ##Retail## Company size: 5k–10k people Company type: Private Technologies amazon-web-services ##node.js## ##typescript## ##terraform## Job description Here at <ORGANIZATION> Digital Development we develop world-class eCommerce services for <ORGANIZATION> Group’s online stores and customers .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##keywords in digital content##, ##web analytics##, ##behavioural science##, ##digital marketing techniques##, ##content marketing strategy##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Principal Engineer eCommerce <ORGANIZATION> <ORGANIZATION> <ORGANIZATION> ( <LOCATION> ) <LOCATION> <LOCATION> <LOCATION> <LOCATION> - <LOCATION> Date posted: 2021-05-05 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Lead Industry: eCommerce ##keywords in digital content## ##web analytics## ##behavioural science## Company size: 5k–10k people Company type: Private Technologies ##digital marketing techniques## ##content marketing strategy## Job description Here at <ORGANIZATION> Digital Development we develop world-class eCommerce services for <ORGANIZATION> Group’s online stores and customers.,
web content manager,['provide written content'],['keywords in digital content'],"Take this sentence from a Job Posting.

""Job benefits: @@Working on impactful security products@@ and the opportunity to use them Competitive salary and perks PE accounting and support WFH and remote working mode possibility Partial furniture reimburse Social package including medical insurance 18 paid vacation days per year paid public holidays Corporate courses knowledge hubs ##English## classes Semiannual performance review Free meals fruits and snacks when working in the office Company description: <DESCRIPTION>$""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@provide written content@@, and for knowledge: ##keywords in digital content##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Job benefits: @@Providing written content@@ and the opportunity to use them Competitive salary and perks PE accounting and support WFH and remote working mode possibility Partial furniture reimburse Social package including medical insurance 18 paid vacation days per year paid public holidays Corporate courses knowledge hubs ##keywords in digital content## classes Semiannual performance review Free meals fruits and snacks when working in the office Company description: <DESCRIPTION>$,
search engine optimisation expert,['enhance website visibility'],[],"Take this sentence from a Job Posting.

""@@Be yourself@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@enhance website visibility@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Enhance website visibility@@.,
data warehouse designer,[],"['Assembly (computer programming)', 'R', 'PostgreSQL']","Take this sentence from a Job Posting.

""You will be proficient in ##Linux## and be fluent in ##Java/Python/Go## or similar ( currently we are mostly using ##Spring boot)## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Assembly (computer programming)##, ##R##, ##PostgreSQL##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be proficient in ##Assembly (computer programming)## and be fluent in ##R## or similar (currently we are mostly using ##PostgreSQL##).,
 consultant,[],"['software components libraries', ' sales methodologies']","Take this sentence from a Job Posting.

""- Working with ##Next.js## and ##React## based frameworks""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##software components libraries##, ## sales methodologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",- Working with ##software components libraries## and ##sales methodologies## based frameworks,
enterprise architect,['provide cost benefit analysis reports'],['Objective-C'],"Take this sentence from a Job Posting.

""What we hope from you What we hope from you especially is a strong background in ##software development## and ability to @@work as a part of the team@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@provide cost benefit analysis reports@@, and for knowledge: ##Objective-C##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",What we hope from you especially is a strong background in ##Objective-C## and ability to @@provide cost benefit analysis reports@@.,
IT auditor,['perform quality audits'],"['information security strategy', 'product life-cycle', 'audit techniques', ' security legislation', 'organisational resilience', 'cyber security', 'World Wide Web Consortium standards', ' process quality models']","Take this sentence from a Job Posting.

""You’ll have excellent @@scripting@@ skills in at least one of the following ( ##Bash## ##Perl## ##Python## ) and will ideally have some experience with ##Docker## ##Kubernetes## ##Terraform## ##Istio## or ##GitLab CI## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@perform quality audits@@, and for knowledge: ##information security strategy##, ##product life-cycle##, ##audit techniques##, ## security legislation##, ##organisational resilience##, ##cyber security##, ##World Wide Web Consortium standards##, ## process quality models##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You’ll have excellent @@perform quality audits@@ skills and will ideally have some experience with ##information security strategy##, ##product life-cycle##, ##audit techniques##, ##security legislation##, ##organisational resilience##, ##cyber security##, ##World Wide Web Consortium standards##, or ##process quality models##.",
database integrator,['integrate  data'],[],"Take this sentence from a Job Posting.

""@@Analyze malicious code packet capture files and artifacts@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@integrate  data@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Integrate data@@ from various sources and systems.,
 security engineer,[],"['cloud monitoring and reporting', 'cloud technologies']","Take this sentence from a Job Posting.

""Skills & requirements Must be an expert in ##container technology## with in-depth professional experience working with ##Kubernetes## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cloud monitoring and reporting##, ##cloud technologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Skills & requirements Must be an expert in ##cloud monitoring and reporting## with in-depth professional experience working with ##cloud technologies##.,
data quality specialist,['train employees'],[],"Take this sentence from a Job Posting.

""Strong @@analytical thinking@@ both in the technical and in the product domain .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@train employees@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Strong ability to @@train employees@@ both in the technical and in the product domain.,
 quality assurance manager,[],"['quality standards', 'usability engineering']","Take this sentence from a Job Posting.

""* Knowledge of ##financial products## & ##trade flows##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##quality standards##, ##usability engineering##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* Knowledge of ##quality standards## & ##usability engineering##,
user interface developer,[],"['Visual Studio .NET', 'Perl', 'ASP.NET', 'NoSQL', 'TypeScript', 'Swift (computer programming)']","Take this sentence from a Job Posting.

""* Experience working with ##cloud## ##virtualization## ##containerisation## ##microservices## ##APIs## and ##modern software practices##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Visual Studio .NET##, ##Perl##, ##ASP.NET##, ##NoSQL##, ##TypeScript##, ##Swift (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","* Experience working with ##Visual Studio .NET##, ##Perl##, ##ASP.NET##, ##NoSQL##, ##TypeScript## and ##Swift (computer programming)##",
 accessibility tester,['use an application-specific interface'],[],"Take this sentence from a Job Posting.

""@@Strive for continuous improvement@@ through active participation in team <ORGANIZATION> <ORGANIZATION>""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use an application-specific interface@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Actively participate in team <ORGANIZATION> <ORGANIZATION>, utilizing your @@application-specific interface@@ skills.","Job-related knowledge is surrounded by ## symbols. Job-related skill is surrounded by @@. You have a sentence that is supposed to be from a job posting. 
Sentence: ""@@Use an application-specific interface@@ through active participation in team <ORGANIZATION> <ORGANIZATION>""
It lacks coherence. Rephrase it to make it sound less synthetic . Keep existing @@ and ## annotations. Don't create new skills or knowledge components."
web developer,[],"['Smalltalk (computer programming)', 'C#', 'JavaScript Framework', 'augmented reality']","Take this sentence from a Job Posting.

""At least 1 year experience with a ##public cloud## ( ##AWS## ##Microsoft Azure## ##Google Cloud )## Preferred Qualifications:""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Smalltalk (computer programming)##, ##C###, ##JavaScript Framework##, ##augmented reality##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","At least 1 year experience with a ##Smalltalk (computer programming)##, ##C###, ##JavaScript Framework##, ##augmented reality## Preferred Qualifications.",
user interface developer,['use automatic programming'],[],"Take this sentence from a Job Posting.

""@@Assess report on and make recommendations regarding current and proposed architectures strategies and systems@@ in the Endpoint space""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use automatic programming@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Use automatic programming@@ and make recommendations regarding current and proposed architectures strategies and systems in the Endpoint space,
database designer,"['create database diagrams', 'define technical requirements']","['MDX', 'OpenEdge Advanced Business Language', 'Microsoft Access', 'Oracle WebLogic', 'Microsoft Visual C++', 'IBM Informix', 'business process modelling', 'LINQ', 'ABAP']","Take this sentence from a Job Posting.

""This role requires a wide variety of strengths and capabilities including: • ##BS/BA degree## or equivalent experience • Expertise in ##application data## and ##infrastructure architecture## disciplines • Advanced knowledge of ##architecture## and ##design## across all systems • Proficiency in multiple ##modern programming languages## ( ideally some ##Python## experience ) • Knowledge of ##industry-wide technology trends and best practices •## Ability to @@work in large collaborative teams@@ to achieve organizational goals • Passionate about @@building an innovative culture •@@ Any experience or knowledge in ##Fixed Income analytics## would be beneficialJ.P Morgan is a global leader in financial services providing strategic advice and products to the world's most prominent corporations governments wealthy individuals and institutional investors .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@create database diagrams@@, @@define technical requirements@@, and for knowledge: ##MDX##, ##OpenEdge Advanced Business Language##, ##Microsoft Access##, ##Oracle WebLogic##, ##Microsoft Visual C++##, ##IBM Informix##, ##business process modelling##, ##LINQ##, ##ABAP##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","This role requires a wide variety of strengths and capabilities including: • ##MDX##, ##OpenEdge Advanced Business Language##, ##Microsoft Access##, ##Oracle WebLogic##, ##Microsoft Visual C++##, ##IBM Informix##, ##business process modelling##, ##LINQ##, ##ABAP## or equivalent experience • Expertise in ##application data## and ##infrastructure architecture## disciplines • Advanced knowledge of ##architecture## and ##design## across all systems • Proficiency in multiple ##modern programming languages## ( ideally some ##Python## experience ) • Knowledge of ##industry-wide technology trends and best practices •## Ability to @@create database diagrams@@ and @@define technical requirements@@ to achieve organizational goals • Passionate about @@building an innovative culture •@@ Any experience or knowledge in ##Fixed Income analytics## would be beneficial. J.P Morgan is a global leader in financial services providing strategic advice and products to the world's most prominent corporations governments wealthy individuals and institutional investors.",
