occupation_name,skills,knowledge,prompt,results,original_sentences,original_results,rephrase_prompts
data analyst,"['collect data', 'report analysis results']",[],"Take this sentence from a Job Posting.

""Fluent in @@German@@ and @@English@@ ( verbal and written ) What we offer:""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@collect data@@, @@report analysis results@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Fluent in @@collecting data@@ and @@reporting analysis results@@ (verbal and written) What we offer:,"""Fluent in @@German@@ and @@English@@ ( verbal and written ) What we offer:""",Fluent in @@collecting data@@ and @@reporting analysis results@@ (verbal and written) What we offer:,
digital games tester,[],['principles of animation'],"Take this sentence from a Job Posting.

""Opinionated on ##Java best practices## and applying them to enterprise code .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##principles of animation##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Opinionated on ##principles of animation## and applying them to enterprise projects.,"""Opinionated on ##Java best practices## and applying them to enterprise code .""",Opinionated on ##principles of animation## and applying them to enterprise projects.,
capacity planner,[],"['resource description framework query language', 'query languages']","Take this sentence from a Job Posting.

""Solid knowledge of ##Oracle database## and ##SQL queries## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##resource description framework query language##, ##query languages##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Solid knowledge of ##resource description framework query language## and ##query languages##.,"""Solid knowledge of ##Oracle database## and ##SQL queries## .""",Solid knowledge of ##resource description framework query language## and ##query languages##.,
security manager,['use ticketing system'],[],"Take this sentence from a Job Posting.

""You will be successful if you are able to @@convince through pragmatism flexibility and effectiveness@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@use ticketing system@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will be successful if you are able to @@use ticketing system@@.,"""You will be successful if you are able to @@convince through pragmatism flexibility and effectiveness@@ .""",You will be successful if you are able to @@use ticketing system@@.,
accessibility tester,['measure software usability'],[],"Take this sentence from a Job Posting.

""There are new platforms to build into the current systems as well as @@defining and building new systems@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@measure software usability@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",There are new platforms to build into the current systems as well as @@measuring software usability@@.,"""There are new platforms to build into the current systems as well as @@defining and building new systems@@ .""",There are new platforms to build into the current systems as well as @@measuring software usability@@.,
disaster recovery analyst,['conduct impact evaluation of processes on business'],"['information security strategy', 'network security risks', 'cyber attack counter-measures', 'mobile operating systems', 'infrastructure']","Take this sentence from a Job Posting.

""iOS Developer <ORGANIZATION> <ADDRESS> 02000 <LOCATION> - <LOCATION> Date posted: 2021-03-12 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Senior Role: Mobile Developer Industry: ##Information Technology## ##Internet of Things## Company size: 1k–5k people Company type: Private Technologies ios ##swift## ##mobile## Job description Job Summary We are looking for an iOS Developer who possesses a passion for ##mobile technologies## and will work with our team of talented engineers to @@design and build applications@@ .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@conduct impact evaluation of processes on business@@, and for knowledge: ##information security strategy##, ##network security risks##, ##cyber attack counter-measures##, ##mobile operating systems##, ##infrastructure##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",iOS Developer <ORGANIZATION> <ADDRESS> 02000 <LOCATION> - <LOCATION> Date posted: 2021-03-12 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Senior Role: Mobile Developer Industry: ##information security strategy## ##network security risks## ##cyber attack counter-measures## ##mobile operating systems## ##infrastructure## Company size: 1k–5k people Company type: Private Technologies ios Job description Job Summary We are looking for an iOS Developer who possesses a passion for ##mobile technologies## and will work with our team of talented engineers to @@conduct impact evaluation of processes on business@@.,"""iOS Developer <ORGANIZATION> <ADDRESS> 02000 <LOCATION> - <LOCATION> Date posted: 2021-03-12 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Senior Role: Mobile Developer Industry: ##Information Technology## ##Internet of Things## Company size: 1k–5k people Company type: Private Technologies ios ##swift## ##mobile## Job description Job Summary We are looking for an iOS Developer who possesses a passion for ##mobile technologies## and will work with our team of talented engineers to @@design and build applications@@ .""",iOS Developer <ORGANIZATION> <ADDRESS> 02000 <LOCATION> - <LOCATION> Date posted: 2021-03-12 Likes: 0 Dislikes: 0 Love: 0 Job description: Job type: Full-time Experience level: Senior Role: Mobile Developer Industry: ##information security strategy## ##network security risks## ##cyber attack counter-measures## ##mobile operating systems## ##infrastructure## Company size: 1k–5k people Company type: Private Technologies ios Job description Job Summary We are looking for an iOS Developer who possesses a passion for ##mobile technologies## and will work with our team of talented engineers to @@conduct impact evaluation of processes on business@@.,
disaster recovery analyst,"['manage staff', 'optimise choice of solution']",[],"Take this sentence from a Job Posting.

""Will primarily @@use existing procedures and tools@@ to @@develop and safely execute network change@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@manage staff@@, @@optimise choice of solution@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Will primarily @@manage staff@@ to @@optimise choice of solution@@ safely and effectively.,"""Will primarily @@use existing procedures and tools@@ to @@develop and safely execute network change@@ .""",Will primarily @@manage staff@@ to @@optimise choice of solution@@ safely and effectively.,
network administrator,[],['cyber attack counter-measures'],"Take this sentence from a Job Posting.

""##Financial Services##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cyber attack counter-measures##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Cyber Attack Counter-Measures##,"""##Financial Services##""",##Cyber Attack Counter-Measures##,
disaster recovery analyst,[],"['organisational resilience', 'BlackBerry']","Take this sentence from a Job Posting.

""Our Java services are built on ##Java 11## and ##Spring ( Boot )## so expertise in these areas is highly desirable .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##organisational resilience##, ##BlackBerry##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Our organisational resilience is built on ##BlackBerry## and ##organisational resilience## so expertise in these areas is highly desirable.,"""Our Java services are built on ##Java 11## and ##Spring ( Boot )## so expertise in these areas is highly desirable .""",Our organisational resilience is built on ##BlackBerry## and ##organisational resilience## so expertise in these areas is highly desirable.,
security engineer,[],"['business intelligence', 'security standards', 'attack vectors']","Take this sentence from a Job Posting.

""* Advanced knowledge of ##application## ##data## and ##infrastructure architecture## disciplines""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##business intelligence##, ##security standards##, ##attack vectors##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","* Advanced knowledge of ##business intelligence##, ##security standards## and ##attack vectors## disciplines","""* Advanced knowledge of ##application## ##data## and ##infrastructure architecture## disciplines""","* Advanced knowledge of ##business intelligence##, ##security standards## and ##attack vectors## disciplines",
software architect,['use an application-specific interface'],"['Ruby (computer programming)', 'Lisp', 'PHP', 'ASP.NET', 'Ansible', 'CoffeeScript', 'ML (computer programming)', 'Jboss', 'SAP R3', 'MATLAB', 'Scratch (computer programming)', 'Jenkins (tools for software configuration management)']","Take this sentence from a Job Posting.

""- Experienced in the use of ##http libraries## for @@consuming ##http## based web services in an efficient manner -@@ ##Software engineering practices## including: ##design patterns## ##unit testing## with ##Mockito## ##JUnit## ##automated build and test systems## for ##CI/CD## ( using ##Jenkins## or similar ) and ##TDD## are a must - Experience using ##GIT## is a must Team Overview: OTT: Our team develops and supports technologies for <ORGANIZATION> globally .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@use an application-specific interface@@, and for knowledge: ##Ruby (computer programming)##, ##Lisp##, ##PHP##, ##ASP.NET##, ##Ansible##, ##CoffeeScript##, ##ML (computer programming)##, ##Jboss##, ##SAP R3##, ##MATLAB##, ##Scratch (computer programming)##, ##Jenkins (tools for software configuration management)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","- Experienced in the use of ##Ruby (computer programming)##, ##Lisp##, ##PHP##, ##ASP.NET##, ##Ansible##, ##CoffeeScript##, ##ML (computer programming)##, ##Jboss##, ##SAP R3##, ##MATLAB##, ##Scratch (computer programming)##, ##Jenkins (tools for software configuration management)## for @@using an application-specific interface@@ in an efficient manner - ##Software engineering practices## including: ##design patterns## ##unit testing## with ##Mockito## ##JUnit## ##automated build and test systems## for ##CI/CD## ( using ##Jenkins## or similar ) and ##TDD## are a must - Experience using ##GIT## is a must Team Overview: OTT: Our team develops and supports technologies for <ORGANIZATION> globally.","""- Experienced in the use of ##http libraries## for @@consuming ##http## based web services in an efficient manner -@@ ##Software engineering practices## including: ##design patterns## ##unit testing## with ##Mockito## ##JUnit## ##automated build and test systems## for ##CI/CD## ( using ##Jenkins## or similar ) and ##TDD## are a must - Experience using ##GIT## is a must Team Overview: OTT: Our team develops and supports technologies for <ORGANIZATION> globally .""","- Experienced in the use of ##Ruby (computer programming)##, ##Lisp##, ##PHP##, ##ASP.NET##, ##Ansible##, ##CoffeeScript##, ##ML (computer programming)##, ##Jboss##, ##SAP R3##, ##MATLAB##, ##Scratch (computer programming)##, ##Jenkins (tools for software configuration management)## for @@using an application-specific interface@@ in an efficient manner - ##Software engineering practices## including: ##design patterns## ##unit testing## with ##Mockito## ##JUnit## ##automated build and test systems## for ##CI/CD## ( using ##Jenkins## or similar ) and ##TDD## are a must - Experience using ##GIT## is a must Team Overview: OTT: Our team develops and supports technologies for <ORGANIZATION> globally.",
system architect,[],['Oracle WebLogic'],"Take this sentence from a Job Posting.

""##Prince 2## or similar qualification .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Oracle WebLogic##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Oracle WebLogic## or similar qualification.,"""##Prince 2## or similar qualification .""",##Oracle WebLogic## or similar qualification.,
user experience analyst,['provide technical documentation'],"['project management methodologies', 'application usability']","Take this sentence from a Job Posting.

""You are comfortable @@working with code@@ both on the ##server-side## and ##client-side## .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@provide technical documentation@@, and for knowledge: ##project management methodologies##, ##application usability##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You are comfortable @@providing technical documentation@@ both on the ##project management methodologies## and ##application usability##.,"""You are comfortable @@working with code@@ both on the ##server-side## and ##client-side## .""",You are comfortable @@providing technical documentation@@ both on the ##project management methodologies## and ##application usability##.,
cloud engineer,[],"['Java (computer programming)', 'ethics']","Take this sentence from a Job Posting.

""While you should have a knowledge of ##Typescript## ##functional programming## is just a nice-to-have .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Java (computer programming)##, ##ethics##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","While you should have a knowledge of ##Java (computer programming)##, ##ethics## is just a nice-to-have.","""While you should have a knowledge of ##Typescript## ##functional programming## is just a nice-to-have .""","While you should have a knowledge of ##Java (computer programming)##, ##ethics## is just a nice-to-have.",
disaster recovery analyst,['manage disaster recovery plans'],"['product usage risks analysis', 'communications protocols', 'BlackBerry']","Take this sentence from a Job Posting.

""@@Create and maintain documentation related to endpoint solutions;@@ this may include ##conceptual logical and physical diagrams;## ##new environment design documents;## ##write ups on technical capabilities and solution configurations;## etc .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage disaster recovery plans@@, and for knowledge: ##product usage risks analysis##, ##communications protocols##, ##BlackBerry##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","@@Manage disaster recovery plans@@; this may include ##product usage risks analysis##, ##communications protocols##, ##BlackBerry##, etc.","""@@Create and maintain documentation related to endpoint solutions;@@ this may include ##conceptual logical and physical diagrams;## ##new environment design documents;## ##write ups on technical capabilities and solution configurations;## etc .""","@@Manage disaster recovery plans@@; this may include ##product usage risks analysis##, ##communications protocols##, ##BlackBerry##, etc.",
computer scientist,[],['emergent technologies'],"Take this sentence from a Job Posting.

""* Hands on experience with ##Spring framework## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##emergent technologies##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",* Hands on experience with ##emergent technologies##.,"""* Hands on experience with ##Spring framework## .""",* Hands on experience with ##emergent technologies##.,
data warehouse designer,[],"['Perl', 'database', 'ObjectStore', 'LDAP', 'Filemaker (database management systems)', 'unstructured data', 'Scratch (computer programming)']","Take this sentence from a Job Posting.

""Will be a plus: PHP - BIG PLUS; Nginx/Varnish; ##CI/CD -## ##Jenkins pipelines;## ##Infrastructure as code:## ##Terraform;## ##Ansible Docker;## Experience with ##DDD ( Domain Driven Design )## projects; Working with ##Agile methodology## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Perl##, ##database##, ##ObjectStore##, ##LDAP##, ##Filemaker (database management systems)##, ##unstructured data##, ##Scratch (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",Will be a plus: ##Perl## - BIG PLUS; ##database##; ##ObjectStore##; ##LDAP##; ##Filemaker (database management systems)##; Experience with ##unstructured data## projects; Working with ##Scratch (computer programming)##.,"""Will be a plus: PHP - BIG PLUS; Nginx/Varnish; ##CI/CD -## ##Jenkins pipelines;## ##Infrastructure as code:## ##Terraform;## ##Ansible Docker;## Experience with ##DDD ( Domain Driven Design )## projects; Working with ##Agile methodology## .""",Will be a plus: ##Perl## - BIG PLUS; ##database##; ##ObjectStore##; ##LDAP##; ##Filemaker (database management systems)##; Experience with ##unstructured data## projects; Working with ##Scratch (computer programming)##.,
database integrator,[],"['IBM InfoSphere DataStage', 'IBM Informix', 'QlikView Expressor', 'SAP Data Services']","Take this sentence from a Job Posting.

""Minimum requirement: * Extensive knowledge of ##Java 8## or higher development including areas such as ##Spring## ##Spring Boot## etc as well as ##front end technologies## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##IBM InfoSphere DataStage##, ##IBM Informix##, ##QlikView Expressor##, ##SAP Data Services##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Minimum requirement: * Extensive knowledge of ##IBM InfoSphere DataStage##, ##IBM Informix##, ##QlikView Expressor##, and ##SAP Data Services## including areas such as development and front end technologies.","""Minimum requirement: * Extensive knowledge of ##Java 8## or higher development including areas such as ##Spring## ##Spring Boot## etc as well as ##front end technologies## .""","Minimum requirement: * Extensive knowledge of ##IBM InfoSphere DataStage##, ##IBM Informix##, ##QlikView Expressor##, and ##SAP Data Services## including areas such as development and front end technologies.",
embedded system designer,"['develop creative ideas', 'define technical requirements', 'analyse software specifications']",[],"Take this sentence from a Job Posting.

""You are @@intelligent@@ @@motivated@@ and @@hard-working@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@develop creative ideas@@, @@define technical requirements@@, @@analyse software specifications@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You are able to @@develop creative ideas@@, @@define technical requirements@@, and @@analyse software specifications@@.","""You are @@intelligent@@ @@motivated@@ and @@hard-working@@ .""","You are able to @@develop creative ideas@@, @@define technical requirements@@, and @@analyse software specifications@@.",
embedded system designer,['build business relationships'],[],"Take this sentence from a Job Posting.

""A minimum of 8+ years experience of @@running large scale customer facing web services@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@build business relationships@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",A minimum of 8+ years experience of @@building business relationships@@.,"""A minimum of 8+ years experience of @@running large scale customer facing web services@@ .""",A minimum of 8+ years experience of @@building business relationships@@.,
usability tester,[],"['cognitive psychology', 'visual presentation techniques', 'human-computer interaction', 'AJAX', 'project management methodologies', 'LINQ', 'Lean project management']","Take this sentence from a Job Posting.

""Interest or experience with ##IoT## ##Cloud## & ##Cloud Provider## ( ##Azure## ##AWS## ##Google Cloud## etc. ) or ##BigData## would be a plus""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##cognitive psychology##, ##visual presentation techniques##, ##human-computer interaction##, ##AJAX##, ##project management methodologies##, ##LINQ##, ##Lean project management##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","Interest or experience with ##cognitive psychology##, ##visual presentation techniques## & ##human-computer interaction## ( ##AJAX##, ##project management methodologies##, ##LINQ## etc. ) or ##Lean project management## would be a plus.","""Interest or experience with ##IoT## ##Cloud## & ##Cloud Provider## ( ##Azure## ##AWS## ##Google Cloud## etc. ) or ##BigData## would be a plus""","Interest or experience with ##cognitive psychology##, ##visual presentation techniques## & ##human-computer interaction## ( ##AJAX##, ##project management methodologies##, ##LINQ## etc. ) or ##Lean project management## would be a plus.",
system developer,"['monitor system performance', 'automate cloud tasks', 'adapt to changes in technological development plans']",['Swift (computer programming)'],"Take this sentence from a Job Posting.

""You know how to work with ##MySQL## @@effectively using indexes@@ @@optimizing slow queries@@ and @@avoid common problems@@""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@monitor system performance@@, @@automate cloud tasks@@, @@adapt to changes in technological development plans@@, and for knowledge: ##Swift (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ","You know how to work with ##Swift (computer programming)## @@monitoring system performance@@, @@automating cloud tasks@@, and @@adapting to changes in technological development plans@@.","""You know how to work with ##MySQL## @@effectively using indexes@@ @@optimizing slow queries@@ and @@avoid common problems@@""","You know how to work with ##Swift (computer programming)## @@monitoring system performance@@, @@automating cloud tasks@@, and @@adapting to changes in technological development plans@@.",
data scientist,['collect data'],"['visual presentation techniques', 'information extraction']","Take this sentence from a Job Posting.

""@@Propose and implement improvements@@ to our ##software development and delivery processes## via our sprints and ##Agile## ceremonies .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@collect data@@, and for knowledge: ##visual presentation techniques##, ##information extraction##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Collect data@@ and apply it to our ##visual presentation techniques## and ##information extraction## processes.,"""@@Propose and implement improvements@@ to our ##software development and delivery processes## via our sprints and ##Agile## ceremonies .""",@@Collect data@@ and apply it to our ##visual presentation techniques## and ##information extraction## processes.,
numerical tool and process control programmer,['set up the controller of a machine'],[],"Take this sentence from a Job Posting.

""@@Serve as escalation point for event remediation@@ .""

A part surrounded by @@ is a job-related skill. Write a sentence preserving annotations, but instead of the skills, you should put the following entities: for skills: @@set up the controller of a machine@@. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",@@Set up the controller of a machine@@.,"""@@Serve as escalation point for event remediation@@ .""",@@Set up the controller of a machine@@.,
digital forensics expert,['manage IT security compliances'],"['data storage', 'legal requirements of products']","Take this sentence from a Job Posting.

""You will also have sufficient knowledge within the fields of ##databases networking## and ##storage## to @@identify problems@@ on those systems .""

A part surrounded by @@ is a job-related skill, and a part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the skills and the knowledge, you should put the following entities: for skills: @@manage IT security compliances@@, and for knowledge: ##data storage##, ##legal requirements of products##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You will also have sufficient knowledge within the fields of ##data storage## and ##legal requirements of products## to @@manage IT security compliances@@ on those systems.,"""You will also have sufficient knowledge within the fields of ##databases networking## and ##storage## to @@identify problems@@ on those systems .""",You will also have sufficient knowledge within the fields of ##data storage## and ##legal requirements of products## to @@manage IT security compliances@@ on those systems.,
data warehouse designer,[],"['CA Datacom/DB', 'data models']","Take this sentence from a Job Posting.

""- Using tools like ##webpack## and ##snowpack## in your workflow""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##CA Datacom/DB##, ##data models##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",- Using tools like ##CA Datacom/DB## and ##data models## in your workflow,"""- Using tools like ##webpack## and ##snowpack## in your workflow""",- Using tools like ##CA Datacom/DB## and ##data models## in your workflow,
database developer,[],['OpenEdge Advanced Business Language'],"Take this sentence from a Job Posting.

""##JavaScript## Developer""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##OpenEdge Advanced Business Language##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##OpenEdge Advanced Business Language## Developer,"""##JavaScript## Developer""",##OpenEdge Advanced Business Language## Developer,
software developer,[],"['World Wide Web Consortium standards', 'JavaScript Framework']","Take this sentence from a Job Posting.

""You should have a sound knowledge of ##software design## and some knowledge of ##software architecture## .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##World Wide Web Consortium standards##, ##JavaScript Framework##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",You should have a sound knowledge of ##World Wide Web Consortium standards## and some knowledge of ##JavaScript Framework##.,"""You should have a sound knowledge of ##software design## and some knowledge of ##software architecture## .""",You should have a sound knowledge of ##World Wide Web Consortium standards## and some knowledge of ##JavaScript Framework##.,
network administrator,[],"['Erlang', 'Apache Tomcat', 'Assembly (computer programming)']","Take this sentence from a Job Posting.

""##amazon-web-services## ##cloud## ##web-services##""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##Erlang##, ##Apache Tomcat##, ##Assembly (computer programming)##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",##Erlang## ##Apache Tomcat## ##Assembly (computer programming)##,"""##amazon-web-services## ##cloud## ##web-services##""",##Erlang## ##Apache Tomcat## ##Assembly (computer programming)##,
data quality specialist,[],['information structure'],"Take this sentence from a Job Posting.

""A ##BS or MS in Computer Science## or equivalent .""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##information structure##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",A ##BS or MS in Information Structure## or equivalent.,"""A ##BS or MS in Computer Science## or equivalent .""",A ##BS or MS in Information Structure## or equivalent.,
business analysis manager,[],"['visual presentation techniques', 'decision support systems', 'security legislation', 'business processes']","Take this sentence from a Job Posting.

""We want people to come with experience in the following: JavaScript Python Any experience with ##DevOps## would be ideal React Redux Angular Node Java for our ##back-end development## An ##Agile## outlook and experience in a ##Scrum## environment Job benefits: - Company description: <DESCRIPTION>$""

A part surrounded by ## is job-related knowledge. Write a sentence preserving annotations, but instead of the knowledge, you should put the following entities: for knowledge: ##visual presentation techniques##, ##decision support systems##, ##security legislation##, ##business processes##. Only adjust grammar minimally to maintain the readability and coherence of the sentence with the new entities. ",We want people to come with experience in the following: JavaScript Python Any experience with ##visual presentation techniques## would be ideal React Redux Angular Node Java for our ##decision support systems## An ##security legislation## outlook and experience in a ##business processes## environment Job benefits: - Company description: <DESCRIPTION>$,"""We want people to come with experience in the following: JavaScript Python Any experience with ##DevOps## would be ideal React Redux Angular Node Java for our ##back-end development## An ##Agile## outlook and experience in a ##Scrum## environment Job benefits: - Company description: <DESCRIPTION>$""",We want people to come with experience in the following: JavaScript Python Any experience with ##visual presentation techniques## would be ideal React Redux Angular Node Java for our ##decision support systems## An ##security legislation## outlook and experience in a ##business processes## environment Job benefits: - Company description: <DESCRIPTION>$,
